Comment,Time
I just heard on the news that Colorado has seen a 40% increase in women traveling here from Texas for an abortion.,2022-04-17T04:34:48Z
Sisters we worked hard to get roe v wade!!!   Darn it.. now lets not let our work go in vain..'Darn it all!!!,2022-04-17T04:30:54Z
Is this a new one? I thought that charge had already been overturned.,2022-04-17T04:30:16Z
Yep... remember history or it will repeat itself!!!  And condemned to repeat it!,2022-04-17T04:29:16Z
This just so messed up … it’s like we’re back in the 50’s but worse… what drives me crazy is she didn’t get pregnant all by herself.. so if they are going to punish a woman a man should be just as responsible and have the same punishment.. First I can’t even believe I have to even say this…🤦🏽‍♀️🤦🏽‍♀️  I have never understood why a man has the right to tell a woman what she can or can not do with her body.. Maybe the punishment for a man is to have a mandatory vasectomy as well as the same punishment… I don’t think people understand the decision to have an abortion has such a psychological impact on a woman for life.. Men well they seem to have the right to be Johnny Apple seed… 🙇‍♀️🙇‍♀️🙇‍♀️😞,2022-04-17T04:29:08Z
"As a paediatric specialist who first began in practice in the early 70s, I well remember the traumas my ER colleagues had to treat each day from badly attempted abortions. I guess the shares in wire coathanger companies will soar on Wall St on Monday! I have never, and will never, carry out an abortion. The idea is anathema to me as a Christian, but to criminalise it and indict women who feel obliged by circumstances to seek one, is even more unforgiveable. Of our six children, four are adopted (as is one grandson). I would have more respect for your US erzatz Christians if they partnered with mothers who cannot afford babies, supported them financially during pregnancy, and then adopted the newborn.",2022-04-17T04:28:34Z
Sharia Law is here people. Brought to you exclusively by republicans.,2022-04-17T04:17:09Z
"My point exactly. How about lower costs of child birth and diapers, Enfamil, childcare. It's a freaking racket.",2022-04-17T04:16:39Z
As long as contraception is freely made available in Texas there will be a dramatic decrease in unintended pregnancies resulting in abortions. My heart goes out to that poor 26 y o woman. I hope that she will be OK after such traumatic treatment by the Law authorities.,2022-04-17T04:14:25Z
From Europe: Out of date : charges against her were dropped and now she is advised of suing the hospital for violation of HIPAA  laws.,2022-04-17T04:09:53Z
Donald Trump b4 being the Republican. Nominee saw church as a way to kill a Sunday morning till the social clubs were open,2022-04-17T04:09:02Z
"The thing that needs to abolished is religion, or at least religions grasp on government!",2022-04-17T04:07:20Z
"OH GOOD GOD!  So, I’m assuming the state of TEXAS has volunteered to support the mother and her child  financially until the kid is 18?",2022-04-17T04:01:13Z
"Trump liking a strange kid is hard to believe considering he doesn’t even like his own. He doesn’t like Ivanka, he’s in lust over her. He’s a very sick SOB.''The “Christian” right believe women deserve to be punished because she lured Adam into sin and, therefore, all women share that behavior. Men must save women from their inherent sinful behavior.",2022-04-17T03:57:31Z
Trump was a Democrat till he ran for president.,2022-04-17T03:57:22Z
"Again…. How are the men ever held accountable? Let’s get more single moms out there struggling with no help to feed , educate, etc..these children without holding their partners accountable!",2022-04-17T03:47:37Z
"I wonder if they are going to start arresting men for masturbating.... I mean come on folks, those are potential awesome children right? We can let them get away with like 100k bail should be fair? 🙄",2022-04-17T03:45:48Z
"If Roe gets overturned, I wonder if it will increase voter turnout in the under 30 age group.",2022-04-17T03:41:32Z
Ridiculous.,2022-04-17T03:35:20Z
Nobody man should control a woman's body...,2022-04-17T03:31:43Z
"In 2022 republicans are trying to to take us back to the 1800's!  It's because they're backwards thinkers! They're afraid of losing their Power, they want to go back to a time when only White Men ruled!",2022-04-17T03:19:00Z
"omg ! my body my choice , if i can not afford to raise the child , refuse to put it in foster care , as there are already way too many children without families in the system as it is , what if it was a rape baby , sorry i wouldn't want the constant reminder of that kind of pain . what if carrying it to term would kill mother , child or both ? this is so screwed up .",2022-04-17T03:18:39Z
May KARMA visit each and every one involved in this idiocy.,2022-04-17T03:15:23Z
"If they want to start jailing women for miscarrying then they'll have to jail 50% of all women trying for a baby - a full 50% of ALL pregnancies SELF TERMINATE within the first three months. Happened to my mum, my sister, and my sister-in-law.",2022-04-17T03:13:46Z
This is out of date.  Charges were dropped.,2022-04-17T03:09:17Z
"A woman should prepare mentally, emotionally, financially and physically before having a child. Point blank. If a woman isn't prepared, then she shouldn't be 'out and about' around and having UNPROTECTED sex. An abortion is a 'cowards way out'. Put the baby up for adoption.",2022-04-17T03:06:04Z
"I keep waiting for some kind of political backlash against the insanity of the Republican party, and it just doesn’t happen. It’s depressing.",2022-04-17T03:05:18Z
Remember when republicans said asking them to wear a mask was a HIPPA violation? Meanwhile it's perfectly okay for republicans to report women for having and exercising control over their own bodies.,2022-04-17T03:03:03Z
Is this a reupload?,2022-04-17T03:02:56Z
America is deathly ill,2022-04-17T03:01:30Z
Lock her up!,2022-04-17T03:00:52Z
Someone needs to start selling RU 486 online and the ladies need to use a VPN,2022-04-17T03:00:50Z
Remember when republicans said this wouldn't be the end result of their agenda????,2022-04-17T03:00:36Z
"You ever talk about issues anymore or is that like he right treats issues, just a myth? No more healthcare talk, no more corporate greed talk, no more corporate lobbying talk…just nonsense like our government, both parties. Must be fun apologizing for a party that does nothing because they are competing against another party which is just as worthless. Brilliant. Just brilliant.",2022-04-17T02:59:11Z
"👍👍😎✌️ Welcome to nightmare America, “A Handmaid’s Tale.”",2022-04-17T02:57:40Z
I’m so glad I don’t live in America. I will never live there. What a backward nutball of a country to be. So glad I live in the UK.,2022-04-17T02:54:54Z
Why are Republicans so fascinated with the female reproductive system?,2022-04-17T02:52:16Z
"AND SO IT BEGINS''We are not supposed to be making laws based on 'invisible sky gods, with magical powers'",2022-04-17T02:45:33Z
Every unwanted pregnancy began WITH A MAN!'Why does no one EVER mention'VASECTOMY! It's so much easier.'If you don't want to be a father GET A VASECTOMY 'They can be reversible.'Men need to be informed.,2022-04-17T02:26:12Z
"Prison is BIG MONEY!! People are getting charged to pay for my countless  policies,1",2022-04-17T02:24:22Z
"If you make abortions illegal, people will still get them.''If you make guns illegal, people will still get them.''Leftist brains explode.",2022-04-17T02:20:53Z
"Would someone please get that woman out! Some wealthy Hollywood star, somebody! Come on, a half a million is nothing to the wealthy Americans! Please don't let this travesty continued One More Night. Because one night in jail can be a lifetime!!",2022-04-17T02:20:27Z
These people are fucking insane I don't even have words,2022-04-17T02:20:17Z
"It's TRUE most of these Republicans do not believe in the right to life, they actual condone killing human beings and letting the killers walk away.  These that back them though should demand laws that will also assist the mothers and children they are saving, for now you are forcing a woman to bring forth a being they did not want, because it will impact their lives.  So they will need psychological help and social support, along with medical and financial aide.",2022-04-17T02:20:05Z
The next thing Texas will do will is outlaw women going to other states to get abortions.,2022-04-17T02:19:26Z
Texas taxpayer dollars at work.,2022-04-17T02:17:57Z
Well when will they lock him up?,2022-04-17T02:15:29Z
texass strikes again.,2022-04-17T02:14:59Z
Roe V Wade meant  NO MORE wire hangers...,2022-04-17T02:14:04Z
I thougth the charges were dropped yesterday or the day before.,2022-04-17T02:02:56Z
Jabba the Butthole 45 is a Traitor for his Treason of Jan 6.   Grant him full punishment for Treason.,2022-04-17T02:01:57Z
Abortion is the ending of a life. Period.,2022-04-17T01:59:36Z
"This is terrifying! Abortion may be down in Texas(in theory), but I read somewhere that abortion in surrounding states are up 4500 percent. So there is that. But, who in hell are the District Attorneys that are filing these charges?",2022-04-17T01:59:03Z
Now they’ve gotten their. Psycho wish.  Texas should be pushed into the ocean With Florida off the continental shelf to drown the Gerrymandered legislatures.,2022-04-17T01:57:57Z
Its TIME TO VOTE OUT ABBOTT,2022-04-17T01:54:43Z
"Disgusting, horrible and Medieval; but then again, that's what white male supremacy is all about in Texas. Pathetic like their leader, Abbott, and their god, Trump.",2022-04-17T01:51:31Z
"Trump become 'pro-life' when told by Steve Bannon that he needed to pro-life in order to get the Evangelical Christian vote. That is why thos totally amoral man got the Evangelical vote. In short, he bought the vote by publicly announcing he was pro-life. That other story is BS at its finest and most dramatic. It is also a lie, which is what pathological liars do. They lie!!!!",2022-04-17T01:50:29Z
Get Rid of Abbott!!!!,2022-04-17T01:48:57Z
Republicans are evil,2022-04-17T01:47:37Z
Can we charge Republican politicians with murder for using the death penalty?,2022-04-17T01:47:07Z
They need to remove this law in Texas. This is the choice of the woman’s choice.,2022-04-17T01:43:42Z
'Simply disgusting',2022-04-17T01:38:14Z
Move out of Texas and boycott it,2022-04-17T01:35:59Z
"This is horrific! We’ll be going back to medical ships in international waters to perform abortions. I’m not a person who would ever have had an abortion myself, but I don’t feel I have the right to choose for another woman. This is discrimination. I wonder if there’s a pathway through Human Rights for this.",2022-04-17T01:33:07Z
"This is so regressive, repressive sick and tyrannical...but sadly this is fundamentalism at its worst. '' I guess soon they will start flogging, stoning and crucifying people too!",2022-04-17T01:30:48Z
Or a teenage boy could or should  get a vasectomy and get it reversed when he’s finished going to college and then can support himself and a family then it can be reversed.  Since Abortion would be illegal.  A vasectomy is cheaper then a tubal ligation.,2022-04-17T01:29:37Z
These people are the absolute worst of humanity!,2022-04-17T01:26:56Z
this is sad and disgusting. no man has a right to tell a woman what she can or cannot do with her body. If  I had the money  I would pay her llegal fees,2022-04-17T01:24:21Z
Hey this should not append … if she gets punish the him should get it too… it s not just her fault … this is still a stupid law .. i can t believe this law … it should not exist,2022-04-17T01:21:42Z
Back to the fn dark ages in 2022.  This is absolute madness!  What the hell is happening to women's rights.,2022-04-17T01:21:17Z
It will be interesting when one day a person needs emergency care and like all medical places they ask for your health insurance card even at emergency rooms.  One day a person might show up at the ER and doesn't get treated cause they don’t have insurance or can’t pay the whole cost right there.  I can see that happening like Abortion’s are becoming illegal.  You got to pay to play.,2022-04-17T01:19:47Z
I don't even have to ask if it's a black woman in Texas! Texas is the only state to have voter fraud ' the offender sentenced to five years in prison. She was a black woman too!!,2022-04-17T01:19:42Z
Fake  Christians.,2022-04-17T01:13:07Z
Where at in Texas?,2022-04-17T01:13:07Z
why do you people want to murder babies so much?,2022-04-17T01:09:24Z
Tha Handmaid’s Tale is coming. Stand up people!,2022-04-17T01:05:54Z
"Crap in, Crap out.'Vote republican and crap is what you get.'Just wait until white republican females start getting arrested for murder of their embryo.'Get ready to get higher taxes to feed and house all these new babies being born.",2022-04-17T01:03:41Z
Absolute worst. They’re the ISIS religious fanatic equivalent of the west. They looooove big government if it’s to control a woman’s body,2022-04-17T00:59:58Z
When youake abortion legal it give people the right to just have a abortion with no consequences people will be fornicating and there will be dead babies e'Everyday,2022-04-17T00:59:10Z
"Unpopular opinion,  I feel like you don't speak on these things. You do allot of 'gotchas ' talk about the characters of fox and those associated with their ideals, but you don't speak on issues that's critical.  So many distractions.  The assult has has gone, turned up, for a while. Abortions,  birth control, voting, employment laws, authoritarian leadership (including local governments control the healthcare narrative) ,  and the current direction of inequality / societal investments are issues to be examined and explained how it affects the bigger picture. I digress though. 🤷🏻‍♀️",2022-04-17T00:57:46Z
Those ladies will face God some day if they think they won't be sent to he'll there wrong life is precious,2022-04-17T00:56:55Z
"They're wasting a life, for a non-life...this country has NEVER been the 'United' States",2022-04-17T00:56:55Z
"Abortion, contraceptives, interracial marriages...all being discussed and voted on....in 2022. I feel like we're living in a bad movie.",2022-04-17T00:56:50Z
"Do we have a Constitution for a reason ?'No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States'''Constitution of United States of America 1789 (rev. 1992) ''14th Amendment Section 1'All persons born or naturalized in the United States and subject to'the jurisdiction thereof, are citizens of the United States and of'the State wherein they reside. No State shall make or enforce any law'which shall abridge the privileges or immunities of citizens of the'United States; nor shall any State deprive any person of life,'liberty, or property, without due process of law; nor deny to any'person within its jurisdiction the equal protection of the laws.",2022-04-17T00:55:52Z
"1 - She didn't get pregnant on her own. No consequences for the father?'2 -Are the people that protest against mask and/ or vaccine mandates, saying the government can't make that choice for them, also upset about the government deciding what a woman can do with her own body?",2022-04-17T00:54:33Z
Then wear protection  that simple,2022-04-17T00:53:21Z
It figures that women are the ones to pay the price for a bunch of men making ridiculous changes to their lives to score points.  Nothing like going back to before 1973.  Fixing things that aren't broken is a waste of everybody's time.  Why don't we just go back to burning women as witches!  Where are all the women who could potentially find themselves in this situation?  Shouldn't all women speaking up and screaming their anger?  Where are the voices of the men?,2022-04-17T00:51:18Z
Why do Women get a free get out of responsibility but Men are screwed with a kid they never wanted?,2022-04-17T00:50:53Z
Let's say that the left cave on this issue.  Let them ban abortion and ask for a compromise and a big one.  Like every child born in America must be taken care of for his/her entire life by the government.  If the government says they must live then the government must take responsibility for all needs of everyone that is and was born in America.  That would cost a lot of money so we would need to include a big wealth tax.,2022-04-17T00:50:43Z
"Why don`t you talk about Adam Schiff`s best friend and megadonor to Hillary Ed Buck? That sick person was injecting drugs to his young black gay escorts, and at least 2 died. He was sentenced to 30 years just a day ago.  Come on Dave, I thought that you supported black people and gay people. Why are you turning your back on this crime?",2022-04-17T00:50:10Z
I can't wait for Beto to be the next governor of Texas,2022-04-17T00:49:28Z
'Freest country on Earth',2022-04-17T00:48:39Z
"Oh, here we go, we're back in the 50's!! All the progress women have made in the last 60 years is sliding away!! How did we get to this?? Oh wait, Trump and his minions!! We are definately falling down the rabbit hole!!! Where do men get to make the rules on things like this?? This does not bode well!!! 😱😱😱😱😱",2022-04-17T00:48:38Z
Why would anybody want to move to Texas?? So maybe it is time to leave...,2022-04-17T00:46:47Z
The US is so backward!,2022-04-17T00:44:10Z
Good ol' Texas Taliban at it again.,2022-04-17T00:43:41Z
"Abbott wanted to give her the death penalty! How pro life of him! After all the backlash, charges were dropped. I do agree, this poor lady should sue! She's gone thru hell and traumatized for life., PTSD.",2022-04-17T00:41:52Z
Texas also has the highest death penalty.''Pro-life my butt.,2022-04-17T00:40:23Z
"Texas has devolved into a fascist surveillance state. This is not about abortion, it's about power over women and power in general.",2022-04-17T00:39:26Z
"Welcome to Gilead! Women, better head for the Canadian border, while you still can.",2022-04-17T00:32:56Z
Clearly precedent doesn't seem to mean anything. If a conservative court can reverse Row V Wade can a liberal court reverse the reversal? And if you simply stack the courts through underhanded means to get a bought and paid for outcome why should the court have any weight?,2022-04-17T00:31:18Z
Texas is s fascist state now,2022-04-17T00:31:03Z
"I'm so sick of 'pro lifers' saying they are pro life. No. They are pro fetus. They don't care what happens after that child is born. If a woman wants an abortion as her only option, forcing her to give birth is NOT going to bode well for that child. And the 'pro lifers' will be the first to cast that child aside.",2022-04-17T00:28:46Z
stop voting Republican.,2022-04-17T00:26:55Z
It will be that way nationwide once the Crazy Caucus takes power in 2024. I hope I am gone by then.,2022-04-17T00:24:58Z
"I think one of the biggest steps in stopping this madness is somehow unraveling the great evangelical political cult that has sprung up in America. That's a huge part of why this is such an issue here where it just ISN'T in places like Canada and the UK, even though they also have largely Christian populations, it's not quite as culty and entwined in politics as it is here. The problem is, I have no idea how to take this behemoth down. We know that those who identify with formal religions are shrinking in numbers rapidly especially among the youth, but unfortunately that doesn't seem to be making a difference to the cult. If anything it's growing as they pull their children out of public school to indoctrinate them further, on a full-time basis. Very frightening.",2022-04-17T00:23:25Z
"That's unbelievable, America really is becoming a 3rd world country!!",2022-04-17T00:23:20Z
republicans are gross.,2022-04-17T00:22:28Z
Can't even have a miscarriage in peace.,2022-04-17T00:21:37Z
Well...we knew it was coming....third world bullshit...this is what mesoamerica does....catholic bullshit,2022-04-17T00:20:57Z
Meanwhile wealthy women will merely fly out of state (or country) to receive the healthcare they need...,2022-04-17T00:20:29Z
My grandmother had six children.  She used willow sticks for her abortions.,2022-04-17T00:20:15Z
Why is this being released now? The case was dropped or whatever. I thought they went through with the murder charges after all when I saw the title for this video.,2022-04-17T00:19:25Z
This is nucking futs.,2022-04-17T00:18:10Z
Hand maids' tale is far more closer to being real than we thought.,2022-04-17T00:18:10Z
conservatives are really pushing for a backwards hellscape,2022-04-17T00:16:26Z
the right doesn't want women to have abortions but at the same time they also don't want to help financially when it comes to the care for the children after they are born. the putin owned party and the cult members really need to have their heads  examined.,2022-04-17T00:14:20Z
"$500,000 bond? Why? She is no threat to society. We really need a federal law to bring sanity back to this.",2022-04-17T00:14:07Z
"sue abbot,sue Paxton,sue texas.what happened to freedom freedom freedom?????????Texas is a fucking hot rascist mess.insanity,rascist,so right wing it's become a parody.",2022-04-17T00:13:27Z
Why don’t you discuss the rest of the story where the DA in this county dropped all charges and said she should never have had charges brought against her.,2022-04-17T00:12:27Z
". . . Please explain to me again why abortion is a government concern . I am confused .' Inflation = rise in population , increased taxes , taxes can be increased by the government ( amongst other factors )  by having government services taking care of unwanted , and abused babies . (?) Unwanted being the term , some no doubt unplanned .' To police this idiocy has got to cost (?) 100 x 200 x more tax dollars , than a responsible person trying to correct a mistake . ' I was raised on common sense . ' This does not qualify .",2022-04-17T00:12:02Z
Did you have a video where the charges were dropped four days ago?  Did somebody else bring up charges against her??,2022-04-17T00:12:01Z
Fascist America. Yup.,2022-04-17T00:11:19Z
This is outrageous!!!   This law is taking the rights of women away!,2022-04-17T00:11:00Z
Dave looks like he is constantly late dropping his wife off at her boyfriend’s house........,2022-04-17T00:10:05Z
"Two things.....'1)  How in hell did the detectives who arrested her, and the DA who charged her, obtain their evidence for 'probable cause'??  What??.....HIPPA has also been voided in Texas??''2)  Even though the charge was dropped, the optics couldn't be worse for Republicans going into the midterms.  This a is just the type of thing to fire up the Democrat base, especially among young people and women.",2022-04-17T00:09:33Z
Land of the free ?,2022-04-17T00:07:50Z
"It seems crazy that Federal laws can be overturned at a State level,it makes it seem that States are more powerful than the Federal Government",2022-04-17T00:05:32Z
"Even if your an anti abortionist, punishing women for it is by far the dumbest solution especially when these types of women need real, genuine help ' healing if not at least a compassionate push for repentance (if your a believer) not a sentence that won't provide anything but making people into social pariahs for no reason other than two make reps feels better about themselves like their doing a 'good' thing (ironic that religious people would rather sooner put a woman in prison for abortion than actually provide the necessary tools to prevent one in the first place i.e birth control) 2 wrongs do NOT make a right",2022-04-17T00:02:00Z
That's a weird looking butt.,2022-04-17T00:00:28Z
"I'm not pro-choice, I'm pro-abortion. The amount of fucked up adults in the world who exist because they were never wanted and spent 15 years being abused, cold, hungry or beaten. Where is the outrage there?",2022-04-16T23:58:32Z
Republicans care about kids from conception to birth and then they don't give a fuck about a child's or suffering or poverty until they get to being old enough to serve in the military.,2022-04-16T23:56:02Z
Taix- uss....,2022-04-16T23:55:41Z
Wait...WHAT?!!!,2022-04-16T23:53:12Z
More of these autocratic and dictatorial measures if folks don’t vote in Nov.  VOTE.  The Republican Taliban must be stopped.,2022-04-16T23:52:18Z
abort this law,2022-04-16T23:50:29Z
"See how propaganda and rhetoric works.  There isn't a single law in any state that outlaws abortions from day one.  This law bans abortion after 15 weeks (over FOUR MONTHS!).  Yet, if someone knew nothing about the laws, from all the backlash, they would think it was completely abolished at the moment of conception.'   Just because you don't agree with it doesn't make it evil or harmful.  How about putting a fraction of the energy put into fighting against laws like this into raising our children to use a little more discretion and teaching them about the perils of unprotected sex.  And while we're at it, what's say we stop making the idea of celibacy and chastity a punchline.",2022-04-16T23:49:45Z
Good.,2022-04-16T23:49:24Z
The case has been dropped.,2022-04-16T23:46:59Z
DAVID lies  again.  That’s old news.  The charges have been dropped.  Pakman really thinks you guys are idiots!,2022-04-16T23:46:31Z
If the title just said 'Woman Charged with Murder for Abortion' i would think this story happened in Saudi Arabia 🤷‍♂️,2022-04-16T23:44:53Z
“If you ban guns it only bans guns from legal gun owners”'Almost sounds like '“If you ban abortions…”'So republicans should understand the argument,2022-04-16T23:44:40Z
Rump is the LAST person to talk about punishment for doing something wrong. What a POS he is.,2022-04-16T23:43:13Z
"You deliberately end the life of another human being, you get charged with murder'Well, what an utterly unjust outcome…",2022-04-16T23:41:32Z
The Republican party is so disgusting,2022-04-16T23:39:46Z
I wonder what a Texas politician does when he finds out his teenage daughter is pregnant? It's ok for them I'm sure.,2022-04-16T23:37:38Z
How awful. How sad. Abbott is guilty for this crime,2022-04-16T23:37:15Z
The USA is 🤬🤬,2022-04-16T23:36:00Z
"A shocking number of men can’t stand the fact that women have rights. The right to not be forced to marry, the right not to have kids, the right to financial independence, the right to an education. They hate it because they consider women children at best, subhuman filth at worst. They think men have a god given right to women’s bodies and labor and that it should all be done for free. As the right wing becomes even more rabid, they will push to punish women who have abortions including with execution. They will push for the state to monitor pregnant women’s behavior to make sure she’s behaving how they think she should, for the baby of course and if she doesn’t do exactly how they dictate, they’ll punish her. They’ll track how much pregnant women exercise, what they eat, whether they wear their seat belt, whether they drink or do drugs, whether they go to the doctor enough (which they won’t pay for, of course). Maybe they’ll put ankle monitors on pregnant women to track their movements and cameras in the home to track her behavior. I know this sounds insane but look how our rights have already been curtailed in just a few years. They’ll be outlawing all birth control next, that’s a given. Gay marriage and inter-racial marriage will be after that. I’ve heard right wingers say that women can’t be trusted with money so they’ll be going after our right to own property and have a bank account without a man’s signature soon. That’s how it was until the mid 70s so if they get rid of Roe, there’s no reason not to get rid of woman’s financial independence and go back to a world where women were forced to marry to be able to live. They want a fascist theocratic dictatorship where only straight white men have rights and everyone else exist solely to serve them.",2022-04-16T23:35:37Z
"This was a few days ago , but for the people of Texas should be afraid, very afraid!!!!!!  ''The crazy laws that these governors are making are just plain disgusting!!!!!  They claim not to like sharia laws but it's exactly what they are doing in our country!!!!  Next women will have to walk behind these nut jobs and wear a burka!!!'  REMEMBER THAT ONLY YOUR VOTE CAN STOP THIS MADNESS THAT IS HAPPENING IN OUR COUNTRY!!!!  PLEASE VOTE BLUE BECAUSE YOUR FREEDOM AND LIVES ARE NOW IN THE BIGGEST DANGER I'VE EVER SEEN!!!!🇺🇲🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",2022-04-16T23:35:30Z
"Be a crying shame is there was legislation that actually curtailed the necessity for abortions, instead of punishing only one half of the couple who started the pregnancy. Wouldn’t want sex education in schools, or available contraception, which WOULD stop so many unwanted pregnancies.",2022-04-16T23:35:22Z
And there it is.  Talk about using something over and over again.  Is there anything you child groomers don't attach to racism???,2022-04-16T23:35:00Z
She can't sue Texas for all the turmoil that child would've had to go through during their entire life in an insubordinate state?,2022-04-16T23:34:48Z
The US(Texas)is devolving back into the dark age.  Another consequence of the toxic religious culture.,2022-04-16T23:34:36Z
"They have no platform whatsoever. GQP just uses this over and over. Are they making an example of this woman because of her name, and possible race?",2022-04-16T23:33:10Z
Soo is Roe vs Wade a thing any more?  Or can Republican states simply continue to blatantly disregard it with 0 consequences.,2022-04-16T23:32:52Z
Looks like a hippa layers wet dream. So many people liable. Then add false arrest and imprisonment on laws that don't exist.,2022-04-16T23:32:02Z
Too bad Orangehead's mother . . .'These new laws are archaic and downright evil.  I live in Oklahoma and the governor  just signed an anti abortion bill.  There is simply no other choice.  Stop making viagra drugs....and put salt Peter in any drug for men.,2022-04-16T23:30:25Z
They will be burning 'witches' in another 10-15 yrs. All I can hope is that the blue states can avoid some of the nightmares coming back to this country,2022-04-16T23:30:12Z
"Come near one of my daughters, pregnant or not, and your going down. And I live in Texas.",2022-04-16T23:30:03Z
America politics hates women,2022-04-16T23:30:02Z
She should have just gotten a COVID vaccine. That’s the only legal way to get an abortion in Texas.,2022-04-16T23:29:10Z
Texas is showing it's level of hypocrisy. Watch political party members and celebrities do the same thing and have no consequences for their abortions.,2022-04-16T23:27:29Z
Or even worse a bloody coat hanger abortion. Shouldn't be anyone's business who gets one.,2022-04-16T23:27:23Z
"Wait...so if a woman can be charged with murder for having an abortion, shouldn't the government be charged with murder for newborns which die due to lack of adequate health care, food, and/or poor housing conditions?",2022-04-16T23:27:07Z
"That was totally foreseen. It’s happened elsewhere, bound to happen in US.'What’s next? Travel restrictions on females seeking to travel out of anti abortion states? For whatever the stated reason? All females, or just those of childbearing age, with proof of non pregnant status?'After all, the country is heading towards full talibanisation, so females having to be accompanied by a male guardian is totally possible.'But whatever you do, don’t allow sex education in schools or contraception to be available, because stopping abortions is t what this is about. It’s all about control.'Once the totalitarian theocracy has its females under control, they’ll start on the males.",2022-04-16T23:26:47Z
Click bait from Davey.,2022-04-16T23:26:06Z
"Until conservatives no longer exist, why bring a child into this world?",2022-04-16T23:25:17Z
An absolute disgrace of a country.,2022-04-16T23:24:03Z
Yes that is considered murder.,2022-04-16T23:21:55Z
"Did the kid say, 'Sir, (Mr.Trump), I'm glad my Mom didn't abort me'",2022-04-16T23:21:51Z
If you stay in Texas it means you condone and abide by it's laws... end of story. get out of Texas if you're not a Religious zealot.,2022-04-16T23:21:34Z
Rapists on their way to Texas as we speak,2022-04-16T23:20:40Z
"Good.  I hope they put her away  for life. Abortion is baby murder,",2022-04-16T23:19:45Z
"US, come to life, Handmaiden’s tale drama, all thanks, to the self righteous, dogmatic, hypocrisy, by the US radial religious, extremists, in politics, religion, courts etc. Really just so disturbing and disgusting.",2022-04-16T23:19:34Z
You just need a really tiny gun to take care of the fetus. Then it'll be protected under THE GREATEST AMENDMENT OF ALL THE HOLY 2ND AMENDMENT.,2022-04-16T23:18:50Z
Texas is Christian White man Insanity….like witch trials! SICKENING 🤮🤮🤮,2022-04-16T23:17:58Z
I don’t understand why women would want to go through the trouble of getting abortions. Why have unprotected sex just to abort the baby? Just take the birth control pill and make the guy wear a condom. Than you won’t have to get an abortion.,2022-04-16T23:17:13Z
Texas is a shithole state and has been for the last 50 years at least.,2022-04-16T23:14:55Z
"The Rightwing needs to keep their backwards, harmful and utterly idiotic ideology to themselves. Conservatives have never been on the right side of history.",2022-04-16T23:13:27Z
"She needs to sue the hospital for breach of her HIPAA rights. Even if the DA dropped the charges, the damage has been done. Her face and name are out there. She and all women are being intimidated with the threat of arrest and having to post bail/bond.''There will be a huge chilling effect in Texas and all of the southern and Midwest states where women and their loved ones will fear getting abortions and other medical services due to the fear of arrest and having their HIPAA rights violated.''Once again, Republicans and the GOP want to control women's bodies, and the cruelty of their legislation '*IS*' the point.",2022-04-16T23:09:02Z
Hey Republicans: if a woman has an abortion it's none of your damned business. It literally has zero impact on your life.,2022-04-16T23:08:55Z
"'If a fetus is a person at 6 weeks pregnant, is that when the child support starts?  Is that also when you can't deport the mother because she's carrying a US citizen?  Can I insure a 6-week fetus and collect if I miscarry?  Just figuring if we're going there, we should go all-in' - Carliss Chatman, Law Professor, Washington and Lee University (2019)",2022-04-16T23:08:03Z
"The Republicans' world view seems to align perfectly with Gilead from The Handmaid's Tale. Women have no freedom and everybody has to obey the authoritarian regime's leaders, as well as obeying arbitrary religious hypocrisy.",2022-04-16T23:07:46Z
The Christian taliban ruling texas and various other states now. They'll be arresting women who have a miscarriage next.,2022-04-16T23:07:01Z
But no punishment for the guy that impregnated her? Funny how that works with the GOP. I wonder how many abortions Trump has paid for. 🤔,2022-04-16T23:06:59Z
So when is Texas changing their name to Gilead?,2022-04-16T23:06:39Z
That's just crazy!!! It's her body!!!! I had a tubel pregnancy and lost my fallopian tube. I almost died!!!!,2022-04-16T23:06:37Z
If I could have kids it would ruin my life.,2022-04-16T23:06:37Z
How traumatic. Fk Texas.,2022-04-16T23:06:25Z
"What the right fails to recognize is that if Roe v. Wade is overturned, that paves the way for other legal rights to be eliminated. Law and order, precedent, the constitution, and Supreme Court rulings all become meaningless.",2022-04-16T23:03:10Z
The charges were dropped. Authorities concerned trying to make an example of this woman without actually taking her to court. They are risking a wrongful arrest suit.,2022-04-16T23:03:03Z
"The only way to stop this, is to get rid of these republicans.   It will only get worse",2022-04-16T23:02:49Z
"Texas: the Lone Star is actually a rating. Living there is cheap for a reason: it’s ugly, the weather sucks, it’s backwards, provincial, and the people suck, although “some, I assume, are good people.”",2022-04-16T23:02:35Z
Hand Maid’s Tale,2022-04-16T22:59:07Z
How many women has gotten abortions for trump or his kids,2022-04-16T22:58:58Z
Every mother a willing mother and every child a wanted child. Old slogan.,2022-04-16T22:58:42Z
When their is no guns you don’t need to worry about guns…..,2022-04-16T22:57:31Z
Don't Murder Your Children.,2022-04-16T22:55:26Z
