Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
"If someone strikes a pregnant woman such that she miscarries, shouldn't the perpetrator be charged with manslaughter? If it was intentional, is it not murder? So, how is it suddenly 'not' murder when the perpetrator is the mother?","2022-04-27
09:51:05",0.6303,positive,0.5,Yes,approval
